id,product_id,client_id,rating,title,body,is_verified_purchase,helpful_votes,created_at
94,205,637,5,Worth every penny,Genuinely impressed by the quality. Battery life and reliability are excellent. Would buy again without hesitation.,1,27,2023-10-31T21:09:45.355Z
95,324,4467,4,Solid choice,Mostly very happy with this. A couple of small quirks but nothing major. Glad I bought it.,1,11,2024-04-28T15:49:10.828Z
96,196,6284,5,Fantastic quality,Works flawlessly right out of the box. Setup was quick and intuitive. Highly recommend to anyone considering it.,1,30,2024-09-25T03:39:54.254Z
97,941,8008,3,Does the job,Works as expected but nothing stands out. Quality is acceptable for the price. It's serviceable.,1,50,2024-12-27T17:25:59.819Z
98,824,6750,4,Great value,Solid performer for the price. A couple of small quirks but nothing major. Four stars from me.,1,8,2024-11-30T20:38:16.875Z
99,339,8184,5,Best purchase this year,Exactly what I was hoping for. Setup was quick and intuitive. Would buy again without hesitation.,0,56,2024-12-21T15:29:33.079Z
100,977,9412,5,Best purchase this year,"Works flawlessly right out of the box. Build quality feels premium. Five stars, no complaints.",1,30,2024-12-01T13:26:50.528Z
101,14,3502,5,Exceeded my expectations,"Works flawlessly right out of the box. Performance has been rock solid. Five stars, no complaints.",1,39,2024-07-08T17:36:34.768Z
102,584,7595,5,Fantastic quality,Works flawlessly right out of the box. Battery life and reliability are excellent. My favorite gadget right now.,1,2,2023-07-10T08:22:13.008Z
103,681,1210,4,Happy with it,Does what it promises. A couple of small quirks but nothing major. Good buy overall.,1,3,2023-05-23T06:57:02.217Z
104,651,7274,5,Absolutely love it,Exactly what I was hoping for. Battery life and reliability are excellent. Highly recommend to anyone considering it.,1,34,2024-11-05T08:44:03.305Z
105,154,7669,4,Solid choice,Mostly very happy with this. A couple of small quirks but nothing major. Four stars from me.,1,11,2024-10-19T09:01:16.913Z
106,420,5883,5,Absolutely love it,Works flawlessly right out of the box. Performance has been rock solid. Highly recommend to anyone considering it.,1,13,2023-10-11T04:43:10.483Z
107,113,2808,5,Best purchase this year,Works flawlessly right out of the box. Setup was quick and intuitive. My favorite gadget right now.,1,29,2024-11-03T18:33:07.729Z
108,902,3745,4,"Very good, minor nitpicks",Solid performer for the price. A couple of small quirks but nothing major. Would recommend with minor reservations.,1,5,2024-08-11T14:35:59.150Z
109,345,5574,3,Mixed feelings,"This televisions is fine, nothing special. Quality is acceptable for the price. Okay if you can get it on sale.",1,48,2023-09-25T01:36:18.056Z
110,780,4631,4,Solid choice,Does what it promises. Works well day to day. Four stars from me.,1,27,2024-01-16T03:32:34.678Z
111,548,8047,4,Pretty impressed,Does what it promises. Works well day to day. Would recommend with minor reservations.,1,0,2023-06-17T23:55:39.103Z
112,164,7364,4,Great value,Mostly very happy with this. Works well day to day. Good buy overall.,1,0,2024-11-07T12:58:56.508Z
113,463,4483,4,Happy with it,Mostly very happy with this. Could be a touch better in one or two areas. Would recommend with minor reservations.,1,24,2024-10-24T18:09:47.484Z
114,56,9491,4,Pretty impressed,Solid performer for the price. A couple of small quirks but nothing major. Four stars from me.,1,13,2024-12-22T00:03:01.228Z
115,440,6229,3,Average,"Middle of the road for me. Not bad, not great. It's serviceable.",1,22,2024-08-07T23:03:24.844Z
116,496,4120,3,Does the job,Middle of the road for me. Has some pros and some cons. Three stars feels right.,1,26,2024-10-09T12:32:00.774Z
117,216,3621,4,Solid choice,Solid performer for the price. Quality is good for the money. Glad I bought it.,1,18,2024-10-15T22:12:55.287Z
118,725,5199,5,Fantastic quality,Couldn't be happier with this purchase. Setup was quick and intuitive. Would buy again without hesitation.,1,28,2024-09-23T18:56:21.175Z
119,755,7579,1,Terrible experience,This networking was a letdown from the start. Customer support was no help. Avoid at all costs.,0,15,2024-12-26T01:08:57.506Z
120,61,452,4,Solid choice,Mostly very happy with this. Quality is good for the money. Would recommend with minor reservations.,1,16,2024-09-01T15:09:56.977Z
121,703,5970,5,Fantastic quality,Exactly what I was hoping for. Performance has been rock solid. My favorite gadget right now.,0,7,2024-11-05T23:51:42.119Z
122,234,1244,2,Expected more,This tablets let me down. Documentation and support were lacking. Hard to recommend.,1,7,2024-07-10T04:27:58.715Z
123,196,5853,2,Not great,This tablets let me down. Feels cheaply made in places. Hard to recommend.,1,20,2024-04-02T13:17:34.151Z
124,363,8200,4,Solid choice,Really good televisions overall. Could be a touch better in one or two areas. Would recommend with minor reservations.,0,29,2024-09-04T11:09:09.220Z
125,716,926,4,Happy with it,Mostly very happy with this. Works well day to day. Glad I bought it.,1,13,2024-05-06T06:21:40.380Z
126,591,9155,5,Worth every penny,Works flawlessly right out of the box. Setup was quick and intuitive. Would buy again without hesitation.,1,49,2024-05-29T20:45:36.880Z
127,999,5887,5,Highly recommend,Works flawlessly right out of the box. Setup was quick and intuitive. Highly recommend to anyone considering it.,1,26,2024-10-23T16:52:35.106Z
128,812,9269,4,Happy with it,Really good storage & drives overall. Works well day to day. Four stars from me.,1,20,2023-07-24T18:51:19.713Z
129,834,7498,5,Absolutely love it,Works flawlessly right out of the box. Battery life and reliability are excellent. Highly recommend to anyone considering it.,1,30,2024-08-18T14:57:19.310Z
130,838,8917,4,Happy with it,Does what it promises. Could be a touch better in one or two areas. Good buy overall.,0,32,2023-08-27T11:00:54.150Z
131,902,8919,5,Absolutely love it,Exactly what I was hoping for. Battery life and reliability are excellent. My favorite gadget right now.,1,14,2024-11-02T06:09:07.839Z
132,260,2325,2,Expected more,Quality didn't match the price. Feels cheaply made in places. Would look elsewhere.,0,1,2024-05-13T05:57:13.302Z
133,705,9322,4,Happy with it,Solid performer for the price. Works well day to day. Four stars from me.,0,11,2024-03-14T18:35:01.897Z
134,12,376,3,Does the job,Middle of the road for me. Quality is acceptable for the price. Okay if you can get it on sale.,0,2,2024-06-21T10:31:50.965Z
135,994,6264,5,Fantastic quality,Couldn't be happier with this purchase. Performance has been rock solid. My favorite gadget right now.,1,42,2024-11-25T02:36:05.655Z
136,574,7087,5,Highly recommend,Couldn't be happier with this purchase. Build quality feels premium. Would buy again without hesitation.,1,34,2024-10-31T20:33:15.928Z
137,570,3594,4,Great value,Really good gaming consoles & accessories overall. Could be a touch better in one or two areas. Would recommend with minor reservations.,1,14,2024-12-12T19:27:09.874Z
138,690,6267,5,Absolutely love it,Couldn't be happier with this purchase. Performance has been rock solid. My favorite gadget right now.,1,26,2024-03-26T07:33:49.240Z
139,129,1067,3,Does the job,"It's an okay product. Not bad, not great. Might consider other options next time.",1,0,2024-10-11T05:56:55.249Z
140,336,8287,1,Do not buy,Completely failed to meet expectations. Customer support was no help. One star is too generous.,1,20,2024-08-16T04:06:55.205Z
141,77,3964,5,Fantastic quality,Genuinely impressed by the quality. Build quality feels premium. My favorite gadget right now.,1,13,2024-01-20T08:25:27.629Z
142,39,6962,4,Happy with it,Really good smartphones overall. Quality is good for the money. Would recommend with minor reservations.,0,74,2024-01-06T17:41:05.502Z
143,678,1227,5,Highly recommend,Works flawlessly right out of the box. Performance has been rock solid. Would buy again without hesitation.,1,1,2024-11-03T00:58:40.570Z
144,986,6355,5,Absolutely love it,"Works flawlessly right out of the box. Build quality feels premium. Five stars, no complaints.",1,7,2024-09-11T20:55:57.807Z
145,88,916,5,Absolutely love it,Exactly what I was hoping for. Performance has been rock solid. Highly recommend to anyone considering it.,1,2,2024-03-06T08:58:20.533Z
146,828,856,5,Absolutely love it,"Works flawlessly right out of the box. Battery life and reliability are excellent. Five stars, no complaints.",1,68,2024-10-27T05:03:19.930Z
147,940,3811,4,Pretty impressed,Mostly very happy with this. Works well day to day. Good buy overall.,1,3,2022-03-20T19:46:07.918Z
148,259,4817,2,Underwhelming,Not what I was hoping for. Performance was inconsistent. Probably returning it.,1,51,2024-07-17T17:17:20.655Z
149,100,7549,5,Fantastic quality,Couldn't be happier with this purchase. Battery life and reliability are excellent. Would buy again without hesitation.,1,44,2024-02-22T20:27:21.111Z
150,195,6359,3,Mixed feelings,It's an okay product. Quality is acceptable for the price. Okay if you can get it on sale.,1,29,2024-10-16T13:25:39.817Z
151,466,2239,5,Highly recommend,Exactly what I was hoping for. Performance has been rock solid. Highly recommend to anyone considering it.,0,4,2024-11-29T00:16:27.687Z
152,17,8450,1,Terrible experience,Stopped working almost immediately. Multiple defects right out of the box. One star is too generous.,1,5,2024-09-17T21:41:28.031Z
153,640,7499,5,Fantastic quality,"Couldn't be happier with this purchase. Setup was quick and intuitive. Five stars, no complaints.",0,13,2024-12-18T04:18:24.675Z
154,699,8832,4,"Very good, minor nitpicks",Mostly very happy with this. Works well day to day. Four stars from me.,1,4,2024-06-23T15:14:18.140Z
155,583,9282,4,Happy with it,Does what it promises. Works well day to day. Would recommend with minor reservations.,1,23,2024-10-01T13:21:40.566Z
156,139,6447,5,Fantastic quality,"This laptops is outstanding. Great value for the price. Five stars, no complaints.",0,5,2023-08-18T09:06:31.887Z
157,354,7418,2,Expected more,Not what I was hoping for. Ran into problems fairly quickly. Probably returning it.,1,58,2024-03-28T04:48:19.282Z
158,395,2271,4,"Very good, minor nitpicks",Does what it promises. Could be a touch better in one or two areas. Good buy overall.,1,23,2024-05-13T11:38:51.846Z
159,321,5724,5,Best purchase this year,Works flawlessly right out of the box. Battery life and reliability are excellent. Would buy again without hesitation.,1,45,2023-07-12T01:18:47.177Z
160,907,1415,5,Exceeded my expectations,This printers & scanners is outstanding. Performance has been rock solid. Highly recommend to anyone considering it.,1,2,2023-06-07T13:25:21.879Z
161,765,8765,5,Highly recommend,Couldn't be happier with this purchase. Setup was quick and intuitive. Would buy again without hesitation.,1,16,2024-12-20T19:36:41.818Z
162,632,488,5,Exceeded my expectations,"Couldn't be happier with this purchase. Performance has been rock solid. Five stars, no complaints.",0,6,2024-08-06T21:48:34.161Z
163,402,6166,5,Best purchase this year,Couldn't be happier with this purchase. Performance has been rock solid. Would buy again without hesitation.,1,0,2024-01-19T01:10:30.491Z
164,651,3081,4,Pretty impressed,Mostly very happy with this. A couple of small quirks but nothing major. Four stars from me.,1,16,2024-11-06T04:00:10.699Z
165,158,929,4,Pretty impressed,Really good laptops overall. Works well day to day. Glad I bought it.,1,15,2024-08-22T22:00:48.000Z
166,23,7646,5,Fantastic quality,This smartphones is outstanding. Battery life and reliability are excellent. Highly recommend to anyone considering it.,1,7,2024-07-26T08:12:21.434Z
167,419,3025,1,Very disappointed,This smartwatches & wearables was a letdown from the start. Multiple defects right out of the box. Requesting a refund.,0,43,2024-04-08T03:50:31.765Z
168,915,9983,4,Solid choice,Mostly very happy with this. Could be a touch better in one or two areas. Would recommend with minor reservations.,1,42,2024-10-23T15:29:23.522Z
169,496,8474,5,Best purchase this year,Genuinely impressed by the quality. Build quality feels premium. Would buy again without hesitation.,1,1,2024-10-25T09:11:55.799Z
170,252,3751,2,Expected more,Quality didn't match the price. Documentation and support were lacking. Would look elsewhere.,0,2,2024-12-09T13:56:44.305Z
171,97,7954,2,Underwhelming,Not what I was hoping for. Performance was inconsistent. Would look elsewhere.,1,2,2024-08-22T02:19:01.352Z
172,669,2033,5,Best purchase this year,Couldn't be happier with this purchase. Setup was quick and intuitive. Highly recommend to anyone considering it.,1,6,2024-10-30T18:59:45.612Z
173,940,9172,4,Happy with it,Really good smart home devices overall. Quality is good for the money. Glad I bought it.,0,36,2024-01-26T11:28:50.729Z
174,520,6134,3,Decent but not amazing,It's an okay product. Has some pros and some cons. Three stars feels right.,1,20,2024-09-14T10:42:07.537Z
175,227,7200,4,Pretty impressed,Mostly very happy with this. Works well day to day. Good buy overall.,1,34,2024-06-05T14:45:23.453Z
176,390,9886,4,Pretty impressed,Does what it promises. Quality is good for the money. Good buy overall.,1,1,2023-05-15T15:06:50.579Z
177,132,7993,4,Solid choice,Does what it promises. A couple of small quirks but nothing major. Glad I bought it.,0,48,2024-10-07T21:55:36.323Z
178,951,4923,5,Best purchase this year,Works flawlessly right out of the box. Battery life and reliability are excellent. My favorite gadget right now.,1,11,2024-08-28T04:50:49.631Z
179,564,1231,5,Fantastic quality,Genuinely impressed by the quality. Build quality feels premium. Would buy again without hesitation.,0,36,2024-03-16T11:26:59.846Z
180,679,9766,3,Mixed feelings,"This computer components is fine, nothing special. A few things could be better. It's serviceable.",1,13,2023-12-26T18:21:01.855Z
181,260,9149,2,Underwhelming,Several issues out of the box. Feels cheaply made in places. Two stars at best.,1,3,2024-04-11T02:28:48.338Z
182,332,5685,5,Highly recommend,Works flawlessly right out of the box. Performance has been rock solid. Highly recommend to anyone considering it.,0,41,2024-12-09T18:39:56.120Z
183,642,1799,1,Do not buy,Completely failed to meet expectations. Felt flimsy and unreliable. One star is too generous.,1,3,2024-03-13T01:07:27.206Z
184,940,9305,1,Stopped working,Regret this purchase. Felt flimsy and unreliable. Requesting a refund.,1,0,2024-03-12T02:13:15.378Z
185,337,7511,5,Highly recommend,"Couldn't be happier with this purchase. Build quality feels premium. Five stars, no complaints.",1,12,2024-07-30T11:37:09.334Z
186,262,6884,5,Fantastic quality,"Works flawlessly right out of the box. Performance has been rock solid. Five stars, no complaints.",0,59,2024-12-26T23:56:17.730Z
187,363,4178,5,Best purchase this year,Genuinely impressed by the quality. Setup was quick and intuitive. Highly recommend to anyone considering it.,1,42,2024-06-25T07:03:30.257Z
188,841,1070,3,It's okay,"This monitors is fine, nothing special. Has some pros and some cons. Might consider other options next time.",0,1,2024-07-31T20:08:17.471Z
189,988,1207,3,Average,"This smart home devices is fine, nothing special. Quality is acceptable for the price. Might consider other options next time.",1,18,2024-12-14T18:34:37.024Z
190,612,6631,4,Happy with it,Does what it promises. A couple of small quirks but nothing major. Would recommend with minor reservations.,1,13,2024-07-21T22:35:12.793Z
191,875,9707,5,Fantastic quality,Genuinely impressed by the quality. Performance has been rock solid. Would buy again without hesitation.,0,8,2024-07-21T09:28:50.063Z
192,652,9512,5,Best purchase this year,Works flawlessly right out of the box. Build quality feels premium. Would buy again without hesitation.,1,0,2024-12-26T13:06:50.283Z
193,56,2365,3,Average,Works as expected but nothing stands out. Quality is acceptable for the price. Okay if you can get it on sale.,1,42,2024-12-17T02:16:50.763Z
194,760,9586,4,Happy with it,Mostly very happy with this. Works well day to day. Four stars from me.,1,20,2024-12-02T18:33:29.969Z
195,343,4953,1,Very disappointed,Stopped working almost immediately. Multiple defects right out of the box. Extremely frustrated.,1,27,2024-12-11T07:25:53.741Z
196,900,3087,4,Pretty impressed,Does what it promises. Works well day to day. Four stars from me.,1,7,2024-03-14T17:51:00.668Z
197,85,313,1,Stopped working,This smartphones was a letdown from the start. Felt flimsy and unreliable. Requesting a refund.,0,46,2024-08-22T18:56:01.028Z
198,296,8115,4,Great value,Solid performer for the price. A couple of small quirks but nothing major. Glad I bought it.,1,21,2023-11-01T19:27:59.644Z
