id,client_id,product_id,order_date,status,total_amount,shipping_cost,payment_method
107,5931,942,2022-06-02T05:53:37.756Z,delivered,82.91,0,credit_card
108,7066,49,2024-02-07T12:14:28.993Z,delivered,387.53,0,google_pay
109,8771,759,2024-12-30T21:55:39.689Z,processing,438.16,0,credit_card
110,1862,384,2023-12-23T10:33:11.907Z,delivered,1051.74,0,credit_card
111,140,251,2024-04-18T04:06:58.661Z,delivered,155.96,0,credit_card
112,3946,292,2024-01-20T11:34:05.531Z,delivered,563.88,0,google_pay
113,274,526,2023-10-24T01:31:55.479Z,delivered,471.11,0,paypal
114,5422,113,2023-01-08T05:12:07.123Z,delivered,1114.76,0,credit_card
115,2709,65,2024-10-20T00:23:21.192Z,delivered,1318.85,0,credit_card
116,4329,522,2022-05-29T22:31:54.750Z,delivered,306.8,0,credit_card
117,967,895,2024-12-29T17:23:41.082Z,processing,422.33,0,google_pay
118,8082,250,2021-08-30T05:50:52.339Z,delivered,522,0,credit_card
119,7705,214,2023-02-26T17:43:31.938Z,delivered,840.66,0,credit_card
120,6561,296,2024-09-03T10:21:27.733Z,shipped,598.51,0,credit_card
121,8682,713,2024-11-10T10:12:27.930Z,delivered,1416.5,0,debit_card
122,2742,404,2024-06-03T06:05:55.699Z,shipped,474.68,0,paypal
123,6183,766,2024-02-26T03:46:00.934Z,shipped,156.28,0,credit_card
124,1089,643,2021-11-25T08:11:01.815Z,shipped,220.23,0,paypal
125,4654,506,2023-06-21T06:33:44.577Z,delivered,593.04,0,credit_card
126,90,979,2024-11-05T02:49:07.429Z,delivered,343.97,0,paypal
127,3334,933,2024-12-02T23:32:49.210Z,delivered,214.81,0,credit_card
128,3015,776,2023-07-14T18:19:47.520Z,delivered,457.93,0,paypal
129,5950,688,2022-12-03T20:00:22.846Z,delivered,377.71,0,credit_card
130,5508,721,2024-12-25T17:05:32.144Z,delivered,608.74,0,debit_card
131,902,805,2024-03-08T04:37:09.892Z,delivered,560.22,0,google_pay
132,2608,626,2021-05-27T11:18:17.057Z,delivered,469.68,0,paypal
133,4501,663,2023-07-06T21:54:59.636Z,delivered,961.71,0,google_pay
134,3114,687,2024-07-26T20:58:32.090Z,delivered,1464.03,0,debit_card
135,8660,11,2024-12-16T03:26:00.123Z,delivered,639.13,0,debit_card
136,673,678,2024-10-08T08:45:35.966Z,delivered,1002.46,0,google_pay
137,8738,287,2023-12-17T21:47:09.160Z,delivered,279,0,credit_card
138,4403,349,2024-06-21T00:44:13.024Z,cancelled,2997.82,0,credit_card
139,4252,580,2022-11-04T15:22:18.072Z,delivered,690.88,0,apple_pay
140,1977,400,2023-12-11T00:45:55.938Z,shipped,2845.29,0,paypal
141,5462,443,2024-11-04T03:50:30.775Z,delivered,157.87,0,debit_card
142,1176,74,2024-12-30T11:01:02.792Z,shipped,373.2,0,apple_pay
143,2447,67,2024-11-20T20:05:20.453Z,delivered,550.13,0,credit_card
144,9642,15,2023-02-15T20:37:04.809Z,delivered,746.05,0,paypal
145,7136,931,2024-04-21T01:23:31.441Z,returned,321.24,0,credit_card
146,1010,7,2024-09-12T05:50:24.225Z,shipped,1247.35,0,credit_card
147,9330,242,2024-12-10T07:33:55.148Z,cancelled,26.87,0,paypal
148,6433,734,2024-04-23T06:39:22.572Z,processing,355.51,0,paypal
149,7679,248,2023-12-16T00:38:53.605Z,delivered,309.18,0,google_pay
150,1052,472,2024-12-25T15:22:00.456Z,shipped,1826.96,0,apple_pay
151,5302,469,2023-08-11T13:43:40.718Z,delivered,961.32,0,credit_card
152,1781,642,2022-12-09T13:27:49.688Z,shipped,83.91,0,paypal
153,9154,299,2023-12-29T16:15:57.588Z,delivered,60.99,0,credit_card
154,246,360,2024-08-15T15:12:19.365Z,delivered,1617.63,0,google_pay
155,3873,229,2024-08-25T04:19:04.057Z,delivered,440.61,0,credit_card
156,7047,301,2024-08-20T15:00:05.165Z,cancelled,205.36,0,google_pay
157,2933,537,2022-06-09T02:16:20.127Z,delivered,282.37,0,debit_card
158,3550,617,2024-12-24T11:41:32.384Z,shipped,1038.35,0,paypal
159,4437,114,2024-11-08T18:24:14.950Z,processing,817.16,0,apple_pay
160,5208,798,2022-04-01T16:23:03.649Z,delivered,495.19,0,paypal
161,9088,581,2024-04-24T21:22:06.706Z,processing,558.39,0,debit_card
162,9201,871,2023-12-06T01:44:01.266Z,shipped,842.46,0,credit_card
163,1401,19,2023-09-15T00:08:27.693Z,delivered,1188.28,0,google_pay
164,2613,411,2023-04-06T10:19:30.615Z,delivered,675.72,0,debit_card
165,9378,836,2024-08-19T04:35:24.791Z,shipped,545.93,0,credit_card
166,2201,430,2024-12-21T21:38:49.479Z,processing,170.94,0,debit_card
167,3451,183,2024-04-24T17:46:39.394Z,processing,239.04,0,paypal
168,2008,264,2024-11-16T01:22:43.005Z,delivered,421.21,0,paypal
169,8872,288,2024-11-28T23:07:30.022Z,delivered,106.67,0,credit_card
170,4854,393,2024-12-01T13:30:44.194Z,delivered,2910.32,0,google_pay
171,260,195,2024-11-24T05:34:58.567Z,delivered,157.73,0,credit_card
172,876,374,2024-08-10T18:18:58.056Z,delivered,972.43,0,credit_card
173,6251,169,2022-03-01T16:43:26.571Z,delivered,1564.55,0,paypal
174,4631,339,2023-03-10T20:13:23.436Z,cancelled,2097.81,0,credit_card
175,9814,83,2023-04-20T16:53:15.647Z,delivered,1364.64,0,debit_card
176,8572,242,2022-10-04T07:51:40.845Z,cancelled,26.87,0,paypal
177,4510,895,2023-02-22T02:40:51.925Z,processing,422.33,0,credit_card
178,6574,169,2024-11-25T16:19:02.161Z,delivered,1564.55,0,credit_card
179,2521,112,2023-12-04T02:25:44.266Z,cancelled,2971.56,0,paypal
180,4316,727,2023-10-19T00:10:09.943Z,delivered,840.45,0,debit_card
181,4887,284,2024-12-06T16:34:43.151Z,cancelled,172.05,0,google_pay
182,5044,932,2022-11-21T07:01:22.211Z,delivered,346.02,0,credit_card
183,4492,990,2023-05-03T00:21:46.018Z,delivered,342.4,0,paypal
184,4071,291,2024-02-23T07:08:31.186Z,delivered,427.28,0,credit_card
185,8610,804,2023-07-27T22:29:01.476Z,delivered,477.05,0,credit_card
186,9642,146,2022-10-06T03:15:10.593Z,delivered,1123.48,0,paypal
187,9805,751,2024-09-15T11:04:35.567Z,cancelled,66.73,0,paypal
188,1635,787,2022-08-17T22:07:20.061Z,delivered,320.04,0,paypal
189,9262,296,2024-01-08T01:25:04.510Z,delivered,598.51,0,apple_pay
190,8847,968,2024-08-23T04:08:51.134Z,delivered,22.33,0,credit_card
191,6772,714,2024-11-15T23:59:12.765Z,delivered,612.08,0,paypal
192,2592,934,2023-11-27T18:43:06.207Z,delivered,97.06,0,paypal
193,4796,394,2023-10-10T06:23:53.534Z,delivered,615.76,0,credit_card
194,6748,759,2024-06-18T02:46:06.731Z,shipped,438.16,0,paypal
195,3174,568,2023-07-01T16:44:43.702Z,delivered,110.11,0,paypal
196,5276,258,2022-05-16T23:43:36.431Z,delivered,417.57,0,paypal
197,8352,644,2024-01-25T10:51:13.135Z,cancelled,84.5,0,credit_card
198,2158,45,2021-04-03T09:06:39.404Z,returned,1258.19,0,paypal
199,3144,798,2024-08-22T01:34:30.334Z,processing,495.19,0,debit_card
200,8279,765,2024-05-16T20:46:43.178Z,delivered,307.04,0,credit_card
201,9180,156,2024-02-04T16:45:54.468Z,cancelled,1370.5,0,credit_card
202,8639,607,2024-09-16T15:49:01.728Z,cancelled,230.37,0,google_pay
203,8750,404,2024-06-21T13:14:18.541Z,shipped,474.68,0,paypal
204,7949,874,2024-11-26T10:44:23.469Z,shipped,600.66,0,paypal
205,8534,465,2023-10-20T17:13:12.518Z,delivered,3966.29,0,apple_pay
206,7159,443,2023-05-11T14:27:22.141Z,cancelled,157.87,0,debit_card
207,3617,71,2024-10-24T02:01:59.311Z,shipped,685.41,0,google_pay
208,6899,162,2024-12-17T02:13:39.609Z,delivered,465.97,0,paypal
209,7648,164,2022-12-06T14:58:15.960Z,delivered,2585.31,0,google_pay
210,1645,666,2024-03-18T19:32:20.911Z,processing,861.45,0,credit_card
211,4979,777,2023-10-12T13:28:14.940Z,delivered,404.61,0,debit_card
212,8924,274,2023-09-12T19:22:15.576Z,shipped,355.28,0,apple_pay
213,204,791,2022-03-02T06:59:57.587Z,delivered,555.28,0,apple_pay
214,7153,941,2024-06-14T07:37:30.438Z,delivered,191.73,0,apple_pay
215,5358,69,2024-03-01T23:20:08.519Z,delivered,1393.49,0,google_pay
216,7869,966,2022-12-17T21:29:48.129Z,shipped,46.12,0,credit_card
217,4420,393,2024-06-06T08:07:01.067Z,delivered,2910.32,0,debit_card
218,8017,968,2023-07-02T14:14:23.584Z,returned,22.33,0,credit_card
219,2072,121,2021-12-06T16:21:56.840Z,shipped,710.98,0,google_pay
220,9874,615,2023-02-03T17:22:04.232Z,delivered,1122.74,0,apple_pay
221,5184,174,2024-12-12T16:12:20.824Z,processing,851,0,debit_card
222,5680,635,2024-08-23T21:31:34.292Z,shipped,559.49,0,apple_pay
223,6170,40,2024-02-17T19:38:51.129Z,delivered,1061.53,0,google_pay
224,2087,693,2024-12-07T03:35:43.867Z,delivered,1349.55,0,paypal
225,4343,632,2024-05-29T17:56:08.176Z,cancelled,173.57,0,credit_card
226,4327,883,2023-11-21T10:45:08.571Z,cancelled,1396.08,0,apple_pay
227,5789,781,2023-11-18T20:31:18.435Z,shipped,139.14,0,apple_pay
228,6469,620,2024-02-06T12:58:11.054Z,returned,1131.36,0,credit_card
229,6072,640,2024-12-19T19:06:34.907Z,delivered,130.21,0,credit_card
230,9606,50,2022-11-03T04:02:55.021Z,cancelled,1030.15,0,apple_pay
231,7645,460,2023-07-13T09:53:25.204Z,returned,855.72,0,credit_card
232,582,167,2024-12-21T20:59:30.966Z,delivered,1769.37,0,credit_card
233,3059,1000,2023-04-25T23:24:34.805Z,delivered,143.58,0,apple_pay
234,5382,434,2024-04-01T15:34:38.129Z,returned,892.62,0,debit_card
235,5454,845,2024-10-13T23:51:44.368Z,shipped,1346.79,0,google_pay
236,9052,46,2024-12-29T12:24:29.143Z,shipped,418.47,0,debit_card
237,4958,80,2023-05-01T17:03:55.575Z,delivered,1199.64,0,debit_card
238,438,70,2024-12-05T23:51:44.903Z,delivered,982.6,0,credit_card
239,4100,248,2024-11-22T06:45:24.191Z,delivered,309.18,0,paypal
240,8715,630,2024-10-23T21:04:20.368Z,delivered,952.47,0,credit_card
241,1513,315,2021-12-09T15:13:02.701Z,delivered,269.65,0,debit_card
242,2314,297,2024-03-15T09:20:27.441Z,shipped,140.53,0,paypal
243,3868,115,2024-12-03T04:41:25.438Z,shipped,1215.9,0,paypal
244,8050,791,2024-09-07T20:56:32.948Z,processing,555.28,0,debit_card
245,5741,472,2024-07-21T13:59:08.045Z,shipped,1826.96,0,debit_card
246,4248,481,2024-11-30T22:34:57.088Z,delivered,392.28,0,debit_card
247,8497,137,2023-03-12T00:43:53.609Z,processing,2704.54,0,debit_card
248,2503,710,2024-12-30T23:15:17.272Z,delivered,823.21,0,google_pay
249,7286,824,2024-04-26T01:31:01.459Z,delivered,189.24,0,credit_card
250,9797,395,2022-10-22T10:22:46.228Z,cancelled,823.46,0,google_pay
251,4828,792,2023-10-04T06:53:07.871Z,delivered,99.26,0,paypal
252,242,115,2024-12-22T02:16:25.720Z,processing,1215.9,0,apple_pay
253,2322,557,2023-04-01T02:44:40.935Z,delivered,449.33,0,paypal
254,1389,156,2024-05-23T12:40:21.527Z,delivered,1370.5,0,credit_card
255,8724,878,2024-09-20T09:14:03.501Z,delivered,463.76,0,credit_card
256,8818,829,2023-01-30T19:17:45.146Z,delivered,278.7,0,paypal
257,7942,43,2024-09-01T14:59:19.174Z,delivered,841.95,0,google_pay
258,5780,248,2024-07-30T07:00:38.449Z,delivered,309.18,0,credit_card
259,5984,688,2024-09-12T02:56:55.460Z,processing,377.71,0,paypal
260,4532,693,2024-09-19T21:30:17.839Z,delivered,1349.55,0,google_pay
261,4677,848,2022-04-10T17:47:37.220Z,delivered,1422.99,0,google_pay
262,832,178,2024-11-04T16:22:06.520Z,delivered,1686.71,0,apple_pay
263,3431,228,2024-02-06T23:04:24.447Z,delivered,165.83,0,paypal
264,1962,894,2024-11-21T23:21:41.429Z,cancelled,650.31,0,paypal
265,1991,717,2023-01-18T07:27:59.833Z,delivered,848.23,0,credit_card
266,3177,490,2023-05-11T12:37:47.250Z,processing,651.77,0,credit_card
267,8694,32,2024-12-14T06:07:52.698Z,cancelled,752.48,0,debit_card
268,6640,480,2024-06-07T17:21:05.112Z,delivered,577.93,0,credit_card
269,6994,98,2022-01-02T14:53:45.492Z,delivered,2800.35,0,credit_card
270,3206,415,2024-11-02T17:36:22.701Z,delivered,379.71,0,credit_card
271,1332,905,2023-12-30T03:35:17.153Z,shipped,398.58,0,debit_card
272,3073,386,2023-05-15T04:33:20.783Z,delivered,971,0,debit_card
273,9281,150,2024-11-30T10:41:50.997Z,delivered,1957.7,0,apple_pay
274,300,212,2024-11-24T09:08:46.926Z,returned,477.92,0,credit_card
275,1746,190,2024-08-07T23:24:57.059Z,processing,637.66,0,debit_card
276,2031,600,2024-08-07T23:12:56.522Z,cancelled,603.57,0,paypal
277,3658,621,2024-06-27T18:06:26.217Z,delivered,410.24,0,credit_card
278,7129,353,2024-06-23T18:48:41.916Z,delivered,2345.98,0,paypal
279,2532,957,2024-12-17T06:56:25.373Z,delivered,337.65,0,credit_card
280,1292,180,2022-11-18T09:57:17.071Z,delivered,1899.12,0,debit_card
281,2657,405,2023-06-12T15:40:14.575Z,delivered,349.71,0,google_pay
282,2153,41,2023-08-29T15:47:46.941Z,delivered,933.75,0,debit_card
283,8152,857,2021-11-29T22:11:07.550Z,delivered,596.46,0,credit_card
284,8272,747,2024-12-19T23:04:38.848Z,delivered,165.39,0,paypal
285,8445,67,2024-02-04T20:19:49.985Z,delivered,550.13,0,credit_card
286,6242,216,2022-01-12T11:18:39.069Z,delivered,619.48,0,google_pay
287,4097,239,2024-04-20T14:26:46.822Z,processing,501.81,0,credit_card
288,7394,692,2024-08-02T19:06:20.893Z,delivered,1431.11,0,credit_card
289,2796,142,2022-05-20T21:30:54.667Z,delivered,1980.69,0,paypal
290,2748,115,2023-10-20T02:48:30.690Z,cancelled,1215.9,0,paypal
291,3824,547,2024-07-30T19:30:48.772Z,delivered,668.62,0,credit_card
292,1730,801,2024-07-11T22:54:40.765Z,delivered,78.03,0,google_pay
293,6128,557,2024-11-09T16:24:21.011Z,delivered,449.33,0,paypal
294,3141,650,2024-09-17T05:11:37.899Z,delivered,167.69,0,apple_pay
295,8973,927,2024-06-06T10:05:25.147Z,delivered,502.81,0,credit_card
296,3161,218,2023-04-19T07:25:37.347Z,delivered,756.63,0,credit_card
297,1960,77,2024-05-27T03:39:50.093Z,delivered,343.98,0,paypal
298,7679,368,2024-07-30T09:15:14.201Z,delivered,2445.31,0,credit_card
299,2800,439,2024-08-25T16:38:18.742Z,cancelled,401.16,0,apple_pay
300,1287,652,2023-02-08T15:47:36.567Z,cancelled,487.09,0,debit_card
301,4021,297,2024-02-14T13:41:29.864Z,cancelled,140.53,0,credit_card
302,8306,517,2024-06-17T13:04:22.185Z,delivered,3435.41,0,credit_card
303,7778,277,2021-12-30T02:21:39.011Z,cancelled,43.24,0,debit_card
304,6911,543,2024-06-22T07:03:34.292Z,processing,525.1,0,credit_card
305,3001,336,2024-12-29T21:01:27.660Z,cancelled,502.43,0,paypal
306,6595,778,2023-03-26T23:02:33.075Z,cancelled,88.96,0,debit_card
307,1062,902,2023-10-26T12:11:15.224Z,delivered,596.63,0,paypal
308,7148,437,2024-04-27T10:24:30.516Z,cancelled,337.29,0,paypal
309,4009,39,2024-10-19T08:03:44.282Z,delivered,1089.48,0,credit_card
310,808,579,2023-11-03T15:41:10.025Z,delivered,515.09,0,credit_card
311,6920,61,2024-02-16T18:14:03.844Z,delivered,711.37,0,google_pay
312,3701,181,2024-01-11T23:52:05.223Z,delivered,1289.35,0,google_pay
313,1790,198,2024-07-07T02:09:53.677Z,delivered,325.67,0,credit_card
314,9583,491,2024-10-17T01:40:24.523Z,delivered,3790.7,0,credit_card
315,6541,262,2024-12-11T03:22:04.052Z,delivered,173.94,0,paypal
316,191,678,2021-12-18T17:35:07.075Z,shipped,1002.46,0,credit_card
317,9302,40,2024-12-09T16:01:55.284Z,delivered,1061.53,0,credit_card
318,1462,107,2024-10-20T08:46:49.719Z,delivered,2882.77,0,paypal
319,5826,366,2023-12-15T09:46:13.586Z,returned,555.88,0,paypal
320,4685,834,2024-05-21T00:12:53.913Z,delivered,255.83,0,apple_pay
321,7423,973,2024-09-16T08:13:55.706Z,shipped,101.91,0,apple_pay
322,315,988,2023-07-15T12:25:59.506Z,delivered,376.73,0,debit_card
323,9805,631,2024-10-18T02:14:55.913Z,delivered,526.38,0,credit_card
324,2558,31,2022-07-31T03:08:54.746Z,delivered,1288.33,0,apple_pay
325,9153,377,2024-05-14T18:13:16.454Z,delivered,1777.31,0,google_pay
326,6589,699,2023-06-27T17:14:40.455Z,delivered,1108.19,0,credit_card
327,7332,714,2023-09-29T11:25:19.832Z,delivered,612.08,0,paypal
328,3699,926,2024-01-05T02:36:22.199Z,delivered,792.61,0,paypal
329,8349,46,2022-09-22T10:43:35.908Z,delivered,418.47,0,google_pay
330,800,695,2024-12-03T01:34:37.440Z,cancelled,743.09,0,credit_card
331,1051,852,2022-11-09T13:34:47.725Z,delivered,138.76,0,credit_card
332,5133,624,2024-05-09T13:45:11.163Z,delivered,943.73,0,credit_card
333,9931,759,2024-09-25T01:08:20.205Z,processing,438.16,0,paypal
334,2753,851,2024-02-29T04:01:45.872Z,delivered,956.95,0,credit_card
335,6242,676,2022-06-07T16:26:58.052Z,delivered,800.95,0,credit_card
336,9110,305,2023-01-31T17:58:32.636Z,delivered,140.2,0,credit_card
337,367,301,2024-12-03T16:01:53.813Z,delivered,205.36,0,google_pay
338,9559,700,2023-12-25T03:32:06.185Z,delivered,1394.18,0,paypal
339,7214,901,2024-12-05T20:24:26.996Z,shipped,382.57,0,paypal
340,5695,209,2024-07-23T09:11:59.019Z,processing,1051.41,0,credit_card
341,3909,213,2023-02-08T12:40:38.293Z,shipped,563.24,0,credit_card
342,6400,50,2023-05-22T15:38:19.866Z,delivered,1030.15,0,apple_pay
343,9340,435,2022-08-09T03:55:30.679Z,processing,475.3,0,credit_card
344,8473,461,2024-10-05T23:22:30.741Z,delivered,3949.56,0,credit_card
345,8514,469,2021-11-17T21:51:15.922Z,delivered,961.32,0,apple_pay
346,381,489,2024-09-12T03:25:18.159Z,delivered,2727.09,0,debit_card
347,7607,281,2024-06-24T02:43:30.280Z,delivered,97.04,0,credit_card
348,6246,601,2024-01-30T04:26:49.687Z,returned,581.1,0,credit_card
349,3667,269,2024-10-13T05:21:49.430Z,delivered,145.98,0,paypal
350,3534,442,2023-09-03T02:45:27.365Z,delivered,814.5,0,paypal
351,4565,982,2024-12-16T15:29:55.968Z,delivered,179.32,0,credit_card
352,619,860,2021-03-04T16:14:08.017Z,processing,1751.91,0,apple_pay
353,3188,130,2024-09-11T06:10:57.874Z,delivered,747.56,0,credit_card
354,5694,863,2024-11-25T04:52:49.030Z,delivered,1334.61,0,credit_card
355,8558,256,2024-08-21T04:57:00.790Z,returned,551,0,credit_card
356,6922,114,2024-01-07T01:08:24.962Z,delivered,817.16,0,paypal
357,4724,527,2024-02-10T11:16:41.025Z,delivered,622.88,0,google_pay
